,cpu_percent,cpu_times_user,cpu_times_system,cpu_times_children_user,cpu_times_children_system,memory_percent,disk_usage_total,disk_usage_used,disk_usage_free,memory_full_info_rss,memory_full_info_vms,memory_full_info_pfaults,memory_full_info_pageins,memory_full_info_uss,time_period
0,0.0,29.291945984,78.99291648,0.0,0.0,6.634092330932617,499963174912.0,359984709632.0,126967152640.0,1139728384.0,28330385408.0,292385.0,8.0,901492736.0,8569113932.0
1,1182.3,55.824748544,159.243436032,0.0,0.0,6.770563125610352,499963174912.0,359984709632.0,126967152640.0,1163173888.0,28654804992.0,298118.0,8.0,924938240.0,17601113991.0
2,1177.1,86.546685952,239.123136512,0.0,0.0,6.855344772338867,499963174912.0,359986044928.0,126965817344.0,1177739264.0,28704149504.0,301679.0,8.0,939503616.0,26997103753.0
3,1168.6,115.734790144,323.344728064,0.0,0.0,6.858062744140625,499963174912.0,359986044928.0,126965817344.0,1178206208.0,28706770944.0,301799.0,8.0,939970560.0,36702184035.0
4,1169.6,147.653361664,407.613308928,0.0,0.0,6.858348846435547,499963174912.0,359986044928.0,126965817344.0,1178255360.0,28706770944.0,301811.0,8.0,940019712.0,46635871847.0
5,1159.2,177.880137728,495.766503424,0.0,0.0,6.858587265014648,499963174912.0,359986110464.0,126965751808.0,1178296320.0,28706770944.0,301821.0,8.0,940060672.0,56847689578.0
6,1155.5,210.047696896,582.991609856,0.0,0.0,6.861352920532227,499963174912.0,359986110464.0,126965751808.0,1178771456.0,28709916672.0,301937.0,8.0,940535808.0,67180089153.0
7,1158.1,242.20499968,670.394417152,0.0,0.0,6.86185359954834,499963174912.0,359975608320.0,126976253952.0,1178857472.0,28710440960.0,301958.0,8.0,940621824.0,77503776718.0
8,1151.6,274.368905216,756.874149888,0.0,0.0,6.864786148071289,499963174912.0,359976243200.0,126975619072.0,1179361280.0,28713062400.0,302081.0,8.0,941125632.0,87805890734.0
9,1142.3,307.332972544,841.955803136,0.0,0.0,6.866621971130371,499963174912.0,359976243200.0,126975619072.0,1179676672.0,28714897408.0,302158.0,8.0,941441024.0,98139634308.0
10,1144.1,336.958193664,929.83820288,0.0,0.0,6.866979598999023,499963174912.0,359976243200.0,126975619072.0,1179738112.0,28715159552.0,302173.0,8.0,941502464.0,108410436098.0
11,1142.0,369.251811328,1015.541989376,0.0,0.0,6.867122650146484,499963174912.0,359977807872.0,126974054400.0,1179762688.0,28715159552.0,302179.0,8.0,941527040.0,118742685043.0
12,1137.0,405.49351424,1096.5991424,0.0,0.0,6.8671464920043945,499963174912.0,359977811968.0,126974050304.0,1179766784.0,28715159552.0,302180.0,8.0,941531136.0,129059525256.0
13,1145.2,436.607418368,1183.376474112,0.0,0.0,6.867218017578125,499963174912.0,359977811968.0,126974050304.0,1179779072.0,28715159552.0,302183.0,8.0,941543424.0,139354245358.0
14,1153.7,470.670114816,1268.310867968,0.0,0.0,6.868577003479004,499963174912.0,359980957696.0,126970904576.0,1180012544.0,28716732416.0,302240.0,8.0,941776896.0,149668477454.0
15,1150.2,503.155654656,1355.036884992,0.0,0.0,6.870317459106445,499963174912.0,359980957696.0,126970904576.0,1180311552.0,28718567424.0,302313.0,8.0,942075904.0,160033214325.0
16,1145.4,536.411209728,1440.360562688,0.0,0.0,6.872129440307617,499963174912.0,359980957696.0,126970904576.0,1180622848.0,28720140288.0,302389.0,8.0,942387200.0,170386083478.0
17,1149.6,572.87213056,1522.771951616,0.0,0.0,6.872439384460449,499963174912.0,359982006272.0,126969856000.0,1180676096.0,28720140288.0,302402.0,8.0,942440448.0,180726547681.0
18,1164.6,607.841878016,1607.652343808,0.0,0.0,6.872820854187012,499963174912.0,359982006272.0,126969856000.0,1180741632.0,28720140288.0,302418.0,8.0,942505984.0,191018051792.0
19,1161.0,638.050041856,1697.248182272,0.0,0.0,6.873989105224609,499963174912.0,359982006272.0,126969856000.0,1180942336.0,28721451008.0,302467.0,8.0,942706688.0,201337009776.0
20,1159.7,670.997479424,1783.611654144,0.0,0.0,6.8741559982299805,499963174912.0,359983063040.0,126968799232.0,1180971008.0,28721451008.0,302474.0,8.0,942735360.0,211624840027.0
21,1165.3,706.71990784,1868.244189184,0.0,0.0,6.874585151672363,499963174912.0,359983136768.0,126968725504.0,1181044736.0,28721451008.0,302492.0,8.0,942809088.0,221952878715.0
22,1161.4,742.182944768,1953.683996672,0.0,0.0,6.876254081726074,499963174912.0,359983136768.0,126968725504.0,1181331456.0,28723023872.0,302562.0,8.0,943095808.0,232363056124.0
23,1176.9,773.069078528,2043.508948992,0.0,0.0,6.877541542053223,499963174912.0,359983218688.0,126968643584.0,1181552640.0,28724334592.0,302616.0,8.0,943316992.0,242619617280.0
24,1179.5,804.882808832,2132.0597504,0.0,0.0,6.877875328063965,499963174912.0,359983218688.0,126968643584.0,1181609984.0,28724334592.0,302630.0,8.0,943374336.0,252823994707.0
25,1175.8,836.625104896,2220.678709248,0.0,0.0,6.877899169921875,499963174912.0,359983177728.0,126968684544.0,1181614080.0,28724596736.0,302631.0,8.0,943378432.0,263060235482.0
26,1180.8,867.608297472,2310.838157312,0.0,0.0,6.878042221069336,499963174912.0,359983190016.0,126968672256.0,1181638656.0,28724858880.0,302637.0,8.0,943403008.0,273319618697.0
27,1179.7,898.581594112,2400.737820672,0.0,0.0,6.879377365112305,499963174912.0,359983190016.0,126968672256.0,1181868032.0,28726169600.0,302693.0,8.0,943632384.0,283566081646.0
