,cpu_percent,cpu_times_user,cpu_times_system,cpu_times_children_user,cpu_times_children_system,memory_percent,disk_usage_total,disk_usage_used,disk_usage_free,memory_full_info_rss,memory_full_info_vms,memory_full_info_pfaults,memory_full_info_pageins,memory_full_info_uss,time_period
18,100.7,543.183863808,14.666246144,0.0,0.0,5.000066757202148,499963174912.0,359962910720.0,126988951552.0,859004928.0,7599386624.0,291334.0,1.0,821354496.0,545909290028.0
19,100.8,562.684952576,15.136881664,0.0,0.0,5.048871040344238,499963174912.0,359962910720.0,126988951552.0,867389440.0,7607775232.0,293730.0,1.0,825860096.0,565728376870.0
20,100.8,582.20642304,15.607486464,0.0,0.0,5.085539817810059,499963174912.0,359962910720.0,126988951552.0,873689088.0,7608074240.0,295605.0,1.0,829497344.0,585562159124.0
21,100.8,601.655345152,16.076653568,0.0,0.0,5.11784553527832,499963174912.0,359963013120.0,126988849152.0,879239168.0,7608074240.0,297306.0,1.0,834703360.0,605318087322.0
22,100.9,621.056884736,16.550542336,0.0,0.0,5.175948143005371,499963174912.0,359963013120.0,126988849152.0,889221120.0,7608373248.0,300184.0,1.0,844357632.0,625024981131.0
23,100.9,640.532742144,17.0223616,0.0,0.0,5.209040641784668,499963174912.0,359963045888.0,126988816384.0,894906368.0,7608373248.0,301928.0,1.0,850042880.0,644800547936.0
24,100.9,660.041760768,17.494820864,0.0,0.0,5.2440643310546875,499963174912.0,359963258880.0,126988603392.0,900923392.0,7608672256.0,303751.0,1.0,856035328.0,664604126909.0
25,100.9,679.472463872,17.967486976,0.0,0.0,5.270099639892578,499963174912.0,359963258880.0,126988603392.0,905396224.0,7608672256.0,305196.0,1.0,860495872.0,684325142620.0
26,101.0,699.034042368,18.442192896,0.0,0.0,5.301165580749512,499963174912.0,359964307456.0,126987554816.0,910733312.0,7608971264.0,306883.0,1.0,865832960.0,704167951284.0
27,101.0,718.605647872,18.915434496,0.0,0.0,5.3371429443359375,499963174912.0,359964307456.0,126987554816.0,916914176.0,7608971264.0,308764.0,1.0,872013824.0,724013202117.0
28,101.1,738.08314368,19.395878912,0.0,0.0,4.846501350402832,499963174912.0,359964307456.0,126987554816.0,832622592.0,7609270272.0,311895.0,1.0,798355456.0,743751647754.0
29,100.5,757.52308736,19.86701312,0.0,0.0,4.844927787780762,499963174912.0,359960248320.0,126991613952.0,832352256.0,7609270272.0,312206.0,1.0,797736960.0,763559459605.0
30,100.5,776.994357248,20.338245632,0.0,0.0,4.846692085266113,499963174912.0,359960379392.0,126991482880.0,832655360.0,7609569280.0,312697.0,1.0,797253632.0,783397121938.0
31,98.4,776.995078144,20.34103296,0.0,0.0,4.846692085266113,499963174912.0,359960379392.0,126991482880.0,832655360.0,7609569280.0,312697.0,1.0,797253632.0,783400631859.0
